family,metric,arm,tier,phase,absolute_class,absolute_dominance,progress_class,progress_dominance,alignment_class,alignment_dominance,unsafe_for_depth_claims,alignment_supports_schedule_attribution,absolute_warm_n,absolute_warm_effect,absolute_warm_effect_rel,absolute_warm_seed_sd,absolute_warm_seed_rel,absolute_warm_seed_multiple,absolute_warm_outside_fraction,absolute_warm_signed_rel,absolute_warm_baseline,absolute_warm_detectable,absolute_post_n,absolute_post_effect,absolute_post_effect_rel,absolute_post_seed_sd,absolute_post_seed_rel,absolute_post_seed_multiple,absolute_post_outside_fraction,absolute_post_signed_rel,absolute_post_baseline,absolute_post_detectable,progress_warm_n,progress_warm_effect,progress_warm_effect_rel,progress_warm_seed_sd,progress_warm_seed_rel,progress_warm_seed_multiple,progress_warm_outside_fraction,progress_warm_signed_rel,progress_warm_baseline,progress_warm_detectable,progress_post_n,progress_post_effect,progress_post_effect_rel,progress_post_seed_sd,progress_post_seed_rel,progress_post_seed_multiple,progress_post_outside_fraction,progress_post_signed_rel,progress_post_baseline,progress_post_detectable,alignment_warm_n,alignment_warm_effect,alignment_warm_effect_rel,alignment_warm_seed_sd,alignment_warm_seed_rel,alignment_warm_seed_multiple,alignment_warm_outside_fraction,alignment_warm_signed_rel,alignment_warm_baseline,alignment_warm_detectable,alignment_post_n,alignment_post_effect,alignment_post_effect_rel,alignment_post_seed_sd,alignment_post_seed_rel,alignment_post_seed_multiple,alignment_post_outside_fraction,alignment_post_signed_rel,alignment_post_baseline,alignment_post_detectable
muon/u_final_norm_observed,muon/u_final_norm_observed,none,periodic,pre_update,uniformly different,1.496719365,uniformly different,0.9938566841,warmup-dominated,39377128.98,False,False,4,4.812537436,0.2315433226,1.864082618e-07,8.968571956e-09,25817189.6,0.75,-0.07517038828,20.78460904,True,21,4.287187535,0.1547005591,2.452102933e-07,8.848264549e-09,17483717.65,1,0.1547005591,27.71281215,True,4,3.195637556,0.1537501884,1.864082618e-07,8.968571956e-09,17143218.47,0.75,0.1537501884,20.78460904,True,21,4.287187637,0.1547005628,2.452102933e-07,8.848264549e-09,17483718.07,1,0.1547005628,27.71281215,True,4,4.758024687,0.2289205767,1.864082618e-07,8.968571956e-09,25524752.19,0,-0.2289205767,20.78460904,True,21,1.611095858e-07,5.813541581e-09,2.452102933e-07,8.848264549e-09,0.6570261941,0,-3.699645099e-09,27.71281215,False
noise/b_noise,noise/b_noise,none,periodic,pre_update,not different,0.1061945998,not different,0.3951726302,not different,0.5267989712,False,False,4,1.736696651,0.09411243118,5.502763574,0.2981974186,0.3156044463,0.25,-0.06768701694,18.45342458,False,21,97.3979311,0.8862261483,67.91395767,0.6179507557,1.43413717,0.5238095238,-0.8420121488,109.9018927,False,4,4.296412429,0.2328246668,5.502763574,0.2981974186,0.7807735824,0.5,-0.09137451702,18.45342458,False,20,59.67306111,0.5891720454,64.80530208,0.6398443731,0.9208052303,0.6,-0.2881491193,101.2829132,False,4,5.636975733,0.3054704404,5.502763574,0.2981974186,1.024389956,0,0.02368750008,18.45342458,False,20,58.73006171,0.5798614977,64.80530208,0.6398443731,0.9062539611,0,-0.5402693358,101.2829132,False
noise/mean_grad_norm,noise/mean_grad_norm,none,periodic,pre_update,uniformly different,0.9215179962,uniformly different,0.8652133197,not different,2.110465352,False,False,4,0.002990569449,0.2579678341,0.001534401407,0.1323581393,1.949013756,0.5,-0.2579678341,0.01159279977,False,21,0.003886916593,0.2799379233,0.001067544758,0.07688517504,3.640987006,0.9047619048,-0.2799379233,0.0138849233,True,4,0.003872136694,0.3340122118,0.001534401407,0.1323581393,2.523548712,0.5,-0.1017524653,0.01159279977,False,21,0.005360220234,0.3860460816,0.001067544758,0.07688517504,5.021073067,1,-0.3860460816,0.0138849233,True,4,0.003060279177,0.2639810259,0.001534401407,0.1323581393,1.994444976,0,-0.1562153688,0.01159279977,False,21,0.001736752651,0.1250819046,0.001067544758,0.07688517504,1.626866357,0,0.1061081584,0.0138849233,False
noise/row_trace,noise/row_trace,none,periodic,pre_update,uniformly different,1.135364978,uniformly different,0.5800488805,uniformly different,0.131469749,False,False,4,0.2308781889,0.2980900288,0.05747968831,0.07421282203,4.016691734,0.75,0.1531189578,0.7745250313,True,21,0.3803890911,0.2625499594,0.1956759222,0.1350583038,1.94397495,0.7142857143,-0.2469014479,1.448825557,False,4,0.2704556573,0.3491890467,0.05747968831,0.07421282203,4.70523876,1,0.04163297958,0.7745250313,True,21,0.8721920377,0.601999346,0.1956759222,0.1350583038,4.457329383,1,0.5898336704,1.448825557,True,4,0.08634868074,0.1114859782,0.05747968831,0.07421282203,1.502246851,0,0.1114859782,0.7745250313,False,21,1.228600006,0.8479971935,0.1956759222,0.1350583038,6.278749026,0,-0.8367351183,1.448825557,True
noise/s2,noise/s2,none,periodic,pre_update,uniformly different,1.135364978,uniformly different,0.5800488805,uniformly different,0.131469749,False,False,4,0.05771954723,0.2980900288,0.01436992208,0.07421282203,4.016691734,0.75,0.1531189578,0.1936312578,True,21,0.09509727279,0.2625499594,0.04891898056,0.1350583038,1.94397495,0.7142857143,-0.2469014479,0.3622063892,False,4,0.06761391433,0.3491890467,0.01436992208,0.07421282203,4.70523876,1,0.04163297958,0.1936312578,True,21,0.2180480094,0.601999346,0.04891898056,0.1350583038,4.457329383,1,0.5898336704,0.3622063892,True,4,0.02158717019,0.1114859782,0.01436992208,0.07421282203,1.502246851,0,0.1114859782,0.1936312578,False,21,0.3071500015,0.8479971935,0.04891898056,0.1350583038,6.278749026,0,-0.8367351183,0.3622063892,True
noise/signal_raw,noise/signal_raw,none,periodic,pre_update,not different,0.4737183426,not different,0.7568902208,not different,0.3028744302,False,False,4,0.02209754783,0.4610616746,0.01597313046,0.3332767208,1.383419981,0.5,0.29759754,0.04792753128,False,21,0.04756527823,0.9732822928,0.01864658666,0.3815470715,2.550883929,0.619047619,0.4760438712,0.04887099928,False,4,0.01751010071,0.3653453504,0.01597313046,0.3332767208,1.096222231,0.5,0.1868562468,0.04792753128,False,21,0.02358967241,0.4826926553,0.01864658666,0.3815470715,1.26509333,0.4285714286,0.3488491479,0.04887099928,False,4,0.01655676506,0.3454541601,0.01597313046,0.3332767208,1.036538524,0,0.1107412931,0.04792753128,False,21,0.05574154938,1.140585423,0.01864658666,0.3815470715,2.989370141,0,0.1271947233,0.04887099928,False
optim/adamw_m_norm,optim/adamw_m_norm,none,periodic,pre_update,not estimable,,not different,1.53619723,not estimable,,False,False,1,1.928857834e-05,0.1479919512,5.652937011e-05,0.4337225707,0.3412133958,0,-0.1479919512,0.0001303353201,False,21,2.515779873e-05,0.4346736985,1.527757619e-05,0.2639642927,1.646714009,0.6666666667,-0.3355636567,5.787743499e-05,False,2,0.0001006926108,0.7106419983,6.138044732e-05,0.4331948831,1.640467203,1,-0.7106419983,0.000141692457,False,21,2.677399441e-05,0.462598151,1.527757619e-05,0.2639642927,1.752502758,0.9047619048,-0.4531276946,5.787743499e-05,False,1,8.27451701e-05,0.63486375,5.652937011e-05,0.4337225707,1.463755388,0,0.63486375,0.0001303353201,False,21,9.65487981e-06,0.1668159588,1.527757619e-05,0.2639642927,0.6319641081,0,0.117564038,5.787743499e-05,False
optim/adamw_m_rms,optim/adamw_m_rms,none,periodic,pre_update,not estimable,,not different,1.21002205,not estimable,,False,False,1,1.678243744e-05,0.1893466468,6.291285259e-05,0.7098097471,0.2667568987,1,-0.1893466468,8.86334019e-05,False,21,2.29945947e-05,0.5725775049,1.713828663e-05,0.4267523531,1.341709075,0.619047619,-0.3534275287,4.015979409e-05,False,2,6.96048124e-05,0.7073359854,6.4561555e-05,0.6560855428,1.078115488,1,-0.7073359854,9.84041726e-05,False,21,2.347599164e-05,0.5845645421,1.713828663e-05,0.4267523531,1.369798052,0.7142857143,-0.5425824564,4.015979409e-05,False,1,5.797106665e-05,0.6540544016,6.291285259e-05,0.7098097471,0.9214502961,0,0.6540544016,8.86334019e-05,False,21,1.093512323e-05,0.2722903211,1.713828663e-05,0.4267523531,0.6380523016,0,0.1891549277,4.015979409e-05,False
optim/adamw_v_norm,optim/adamw_v_norm,none,periodic,pre_update,not estimable,,uniformly different,0.8796589764,not estimable,,False,False,1,1.931141045e-05,0.4017717961,1.753655501e-05,0.3648461217,1.101208899,1,-0.4017717961,4.806561992e-05,False,21,3.490454234e-06,0.5989265598,1.562394494e-06,0.2680910554,2.234041561,1,-0.5936853124,5.827850137e-06,False,2,3.329355945e-05,0.7984934111,2.169508876e-05,0.5203224202,1.534612733,1,-0.7984934111,4.169547174e-05,False,21,5.290118171e-06,0.9077306462,1.562394494e-06,0.2680910554,3.385904259,1,-0.9077306462,5.827850137e-06,True,1,2.577001758e-05,0.5361424158,1.753655501e-05,0.3648461217,1.469502851,0,0.5361424158,4.806561992e-05,False,21,1.830209142e-06,0.3140453338,1.562394494e-06,0.2680910554,1.171412949,0,0.3140453338,5.827850137e-06,False
optim/adamw_v_rms,optim/adamw_v_rms,none,periodic,pre_update,not estimable,,uniformly different,0.8782319097,not estimable,,False,False,1,1.710421899e-05,0.3810480714,1.739473612e-05,0.3875202166,0.983298561,1,-0.3810480714,4.488729974e-05,False,21,2.948718561e-06,0.5660179581,1.488876855e-06,0.2857956837,1.980498623,1,-0.5618160802,5.209584817e-06,False,2,3.188473527e-05,0.7950054234,2.137542889e-05,0.5329692015,1.491653591,1,-0.7950054234,4.010631164e-05,False,21,4.715893532e-06,0.9052340442,1.488876855e-06,0.2857956837,3.16741678,1,-0.9052340442,5.209584817e-06,True,1,2.497604975e-05,0.5564168462,1.739473612e-05,0.3875202166,1.435839531,0,0.5564168462,4.488729974e-05,False,21,1.789065011e-06,0.3434179641,1.488876855e-06,0.2857956837,1.201620541,0,0.3434179641,5.209584817e-06,False
optim/beta1,optim/beta1,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,0.8,False,2119,0,0,0,0,0,0,0,0.8,False,401,0,0,0,0,0,0,0,0.8,False,2119,0,0,0,0,0,0,0,0.8,False,401,0,0,0,0,0,0,0,0.8,False,2119,0,0,0,0,0,0,0,0.8,False
optim/beta2,optim/beta2,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,0.95,False,2119,0,0,0,0,0,0,0,0.95,False,401,0,0,0,0,0,0,0,0.95,False,2119,0,0,0,0,0,0,0,0.95,False,401,0,0,0,0,0,0,0,0.95,False,2119,0,0,0,0,0,0,0,0.95,False
optim/eps,optim/eps,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,1e-10,False,2119,0,0,0,0,0,0,0,1e-10,False,401,0,0,0,0,0,0,0,1e-10,False,2119,0,0,0,0,0,0,0,1e-10,False,401,0,0,0,0,0,0,0,1e-10,False,2119,0,0,0,0,0,0,0,1e-10,False
optim/lr,optim/lr,none,continuous,pre_update,uniformly different,0,warmup-dominated,398.7482566,uniformly different,0.04914721852,True,False,401,0,0,4.836607998e-21,2.541913247e-19,0,0,0,0.01902743142,False,2119,0.006817604399,0.5384760132,1.220755636e-19,9.641915101e-18,inf,0.7725342143,0.5384760132,0.01266092496,True,401,0.0005034912718,0.02646133683,4.836607998e-21,2.541913247e-19,inf,0.09476309227,0.02646133683,0.01902743142,True,2119,8.401917614e-07,6.636100946e-05,1.220755636e-19,9.641915101e-18,inf,0.7725342143,6.636100946e-05,0.01266092496,True,401,0.0005034912718,0.02646133683,4.836607998e-21,2.541913247e-19,inf,0,-0.02646133683,0.01902743142,True,2119,0.006816764207,0.5384096522,1.220755636e-19,9.641915101e-18,inf,0,0.5384096522,0.01266092496,True
optim/lr_eff,optim/lr_eff,none,continuous,pre_update,uniformly different,0,warmup-dominated,398.7482566,uniformly different,0.04914721852,True,False,401,0,0,4.836607998e-21,2.541913247e-19,0,0,0,0.01902743142,False,2119,0.006817604399,0.5384760132,1.220755636e-19,9.641915101e-18,inf,0.7725342143,0.5384760132,0.01266092496,True,401,0.0005034912718,0.02646133683,4.836607998e-21,2.541913247e-19,inf,0.09476309227,0.02646133683,0.01902743142,True,2119,8.401917614e-07,6.636100946e-05,1.220755636e-19,9.641915101e-18,inf,0.7725342143,6.636100946e-05,0.01266092496,True,401,0.0005034912718,0.02646133683,4.836607998e-21,2.541913247e-19,inf,0,-0.02646133683,0.01902743142,True,2119,0.006816764207,0.5384096522,1.220755636e-19,9.641915101e-18,inf,0,0.5384096522,0.01266092496,True
optim/momentum,optim/momentum,none,continuous,pre_update,uniformly different,0,warmup-dominated,10643.70202,uniformly different,1.311876203,True,False,401,0,0,4.519326513e-17,4.966292872e-17,0,0,0,0.91,False,2119,0.02511748989,0.02663681937,3.169067902e-17,3.360761352e-17,inf,0.7725342143,0.02663681937,0.9429613025,True,401,0.03179531172,0.03493990299,4.519326513e-17,4.966292872e-17,inf,0.9950124688,0.03493990299,0.91,True,2119,3.095443331e-06,3.282683312e-06,3.169067902e-17,3.360761352e-17,inf,0.7725342143,3.282683312e-06,0.9429613025,True,401,0.03179531172,0.03493990299,4.519326513e-17,4.966292872e-17,inf,0,-0.03493990299,0.91,True,2119,0.02511439445,0.02663353669,3.169067902e-17,3.360761352e-17,inf,0,0.02663353669,0.9429613025,True
optim/muon_momentum_norm,optim/muon_momentum_norm,none,periodic,pre_update,not estimable,,uniformly different,1.982846296,not estimable,,False,False,1,0.0003257967748,0.2645582646,0.0001094825691,0.08890363788,2.975786715,1,-0.2645582646,0.001231474569,False,21,0.00042424214,0.528049916,2.415731302e-05,0.03006836405,17.56164436,1,-0.528049916,0.0008034129486,True,2,0.0009053491776,0.665537102,0.0001414976041,0.1040172209,6.39833574,1,-0.665537102,0.001360328635,True,21,0.0002696634261,0.3356473487,2.415731302e-05,0.03006836405,11.16280713,1,-0.3356473487,0.0008034129486,True,1,0.0005046442842,0.4097886362,0.0001094825691,0.08890363788,4.609357345,0,0.4097886362,0.001231474569,False,21,0.0002077916268,0.2586361437,2.415731302e-05,0.03006836405,8.601603442,0,-0.1924025673,0.0008034129486,True
optim/muon_momentum_rms,optim/muon_momentum_rms,none,periodic,pre_update,not estimable,,uniformly different,1.647275806,not estimable,,False,False,1,6.011527341e-07,0.4258784804,8.200720992e-08,0.05809689279,7.330486364,1,-0.4258784804,1.41155931e-06,False,21,5.522516768e-07,0.6411655842,1.793744176e-08,0.02082541494,30.78764989,1,-0.6411655842,8.61324579e-07,True,2,1.276908484e-06,0.7790992476,1.703245334e-07,0.1039226518,7.496914619,1,-0.7790992476,1.638954842e-06,True,21,4.073739982e-07,0.4729622353,1.793744176e-08,0.02082541494,22.71081929,1,-0.4729622353,8.61324579e-07,True,1,4.936794352e-07,0.3497404831,8.200720992e-08,0.05809689279,6.019951607,0,0.3497404831,1.41155931e-06,False,21,1.846371198e-07,0.2143641599,1.793744176e-08,0.02082541494,10.29339202,0,-0.1682033488,8.61324579e-07,True
optim/muon_second_momentum_mean,optim/muon_second_momentum_mean,none,periodic,pre_update,not estimable,,uniformly different,1,not estimable,,False,False,1,0.0003255208721,0.2500000224,0,0,inf,1,-0.2500000224,0.001302083372,False,21,0.0003255208721,0.2500000224,0,0,inf,1,-0.2500000224,0.001302083372,True,2,0.0003255208721,0.2500000224,0,0,inf,1,-0.2500000224,0.001302083372,True,21,0.0003255208721,0.2500000224,0,0,inf,1,-0.2500000224,0.001302083372,True,1,0,0,0,0,0,0,0,0.001302083372,False,21,0,0,0,0,0,0,0,0.001302083372,False
optim/muon_second_momentum_norm,optim/muon_second_momentum_norm,none,periodic,pre_update,not estimable,,uniformly different,1.002354348,not estimable,,False,False,1,0.0048271325,0.1336366653,2.604101959e-06,7.209321516e-05,1853.66494,1,-0.1336366653,0.03612131812,False,21,0.004830995907,0.1338107679,2.28977902e-06,6.342317298e-05,2109.808791,1,-0.1338107679,0.03610319245,True,2,0.004853822273,0.1343400132,5.355087451e-06,0.0001482136095,906.3945858,1,-0.1343400132,0.03613087535,True,21,0.004838711343,0.134024473,2.28977902e-06,6.342317298e-05,2113.178303,1,-0.134024473,0.03610319245,True,1,1.59848102e-05,0.0004425311985,2.604101959e-06,7.209321516e-05,6.13831964,0,0.0004425311985,0.03612131812,False,21,7.715436281e-06,0.000213705098,2.28977902e-06,6.342317298e-05,3.369511299,0,0.000213705098,0.03610319245,True
optim/muon_second_momentum_rms,optim/muon_second_momentum_rms,none,periodic,pre_update,not estimable,,uniformly different,1.001092876,not estimable,,False,False,1,0.0003254725032,0.2497073476,9.393747736e-08,7.207023046e-05,3464.777981,1,-0.2497073476,0.001303415804,False,21,0.000325505621,0.2498581324,8.262434579e-08,6.342245231e-05,3939.584851,1,-0.2498581324,0.001302761763,True,2,0.0003263527755,0.2503164725,1.93212806e-07,0.0001481965274,1689.084602,1,-0.2503164725,0.001303760684,True,21,0.0003257467284,0.2500432064,8.262434579e-08,6.342245231e-05,3942.502967,1,-0.2500432064,0.001302761763,True,1,4.995253187e-07,0.0003832432577,9.393747736e-08,7.207023046e-05,5.317636078,0,0.0003832432577,0.001303415804,False,21,2.411073838e-07,0.0001850740409,8.262434579e-08,6.342245231e-05,2.918115496,0,0.0001850740409,0.001302761763,False
optim/ns_steps,optim/ns_steps,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,5,False,2119,0,0,0,0,0,0,0,5,False,401,0,0,0,0,0,0,0,5,False,2119,0,0,0,0,0,0,0,5,False,401,0,0,0,0,0,0,0,5,False,2119,0,0,0,0,0,0,0,5,False
optim/weight_decay,optim/weight_decay,none,continuous,pre_update,uniformly different,0,uniformly different,0,uniformly different,0,False,False,401,0,0,3.878959614e-18,1.292986538e-16,0,0,0,0.03,False,2119,0.005904926677,0.2450678028,2.683348388e-18,1.113650227e-16,inf,0.3298725814,0.2450678028,0.02409507332,True,401,0,0,3.878959614e-18,1.292986538e-16,0,0,0,0.03,False,2119,0.002919390984,0.1211613239,2.683348388e-18,1.113650227e-16,inf,0.5035394054,-0.1211613239,0.02409507332,True,401,0,0,3.878959614e-18,1.292986538e-16,0,0,0,0.03,False,2119,0.008824317661,0.3662291267,2.683348388e-18,1.113650227e-16,inf,0,0.3662291267,0.02409507332,True
overhead/attention,overhead/attention,none,periodic,post_update,not different,2.127879405,not different,0.6065309306,not different,1.711414816,False,False,4,0.005372120378,0.2751045107,0.004162861511,0.2131787634,1.290487412,0.5,0.2751045107,0.01952756196,False,21,0.002036412579,0.1292857622,0.004092963635,0.2598500562,0.4975398661,0.04761904762,0.1292857622,0.01575125168,False,4,0.002431188305,0.1245003503,0.004162861511,0.2131787634,0.5840185407,0.25,0.1245003503,0.01952756196,False,21,0.003233200903,0.2052662841,0.004092963635,0.2598500562,0.7899412726,0.1428571429,0.2052662841,0.01575125168,False,4,0.002940932073,0.1506041603,0.004162861511,0.2131787634,0.7064688713,0,0.1506041603,0.01952756196,False,21,0.001386106987,0.08799979931,0.004092963635,0.2598500562,0.3386560719,0,-0.07598052192,0.01575125168,False
overhead/attention/work,overhead/attention/work,none,periodic,post_update,uniformly different,1,uniformly different,1,not different,1,False,False,4,2.818579169e+11,1.086955261,0,0,inf,1,1.086955261,2.593095844e+11,True,21,2.818579169e+11,1.086955261,0,0,inf,1,1.086955261,2.593095844e+11,True,4,2.818579169e+11,1.086955261,0,0,inf,1,1.086955261,2.593095844e+11,True,21,2.818579169e+11,1.086955261,0,0,inf,1,1.086955261,2.593095844e+11,True,4,0,0,0,0,0,0,0,2.593095844e+11,False,21,0,0,0,0,0,0,0,2.593095844e+11,False
overhead/grads_ready,overhead/grads_ready,none,continuous,pre_update,uniformly different,0.6730527682,uniformly different,1.016269001,uniformly different,1.238710988,False,False,401,0.1801824697,1.218856047,0.02069006677,0.1399593037,8.708646118,0.2568578554,0.6988462783,0.1478291634,True,2119,0.08628069544,1.81093683,0.007301694387,0.1532545284,11.81653064,0.1920717319,-0.04977282265,0.04764423253,True,401,0.188477661,1.274969409,0.02069006677,0.1399593037,9.109572391,0.3142144638,0.2510488054,0.1478291634,True,2119,0.05977250011,1.254558987,0.007301694387,0.1532545284,8.186113652,0.1911278905,-0.04520615769,0.04764423253,True,401,0.3385437123,2.290100982,0.02069006677,0.1399593037,16.36262058,0,0.447797473,0.1478291634,True,2119,0.08808358431,1.848777483,0.007301694387,0.1532545284,12.06344441,0,-0.004566664959,0.04764423253,True
overhead/grads_ready/calibration,overhead/grads_ready/calibration,none,sparse,pre_update,not estimable,,uniformly different,1.104148915,not estimable,,False,False,10,3.112739169,0.7537737349,0.5802235401,0.1405055937,5.364724031,1,0.7537737349,4.129540504,True,0,,,,,,,,,False,8,3.234513791,0.8019337184,0.5465163297,0.1354979143,5.918421125,1,0.8019337184,4.033392931,True,14,3.458665697,0.7262912707,0.6375816954,0.1338868975,5.424662787,1,0.7262912707,4.76209179,True,5,0.166012959,0.04490814245,0.5395949414,0.1459657526,0.3076621856,0,-0.03155169795,3.696722909,False,0,,,,,,,,,False
overhead/grads_ready/calibration/work,overhead/grads_ready/calibration/work,none,sparse,pre_update,not estimable,,uniformly different,1,not estimable,,False,False,10,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,0,,,,,,,,,False,8,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,14,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,5,0,0,0,0,0,0,0,286261730,False,0,,,,,,,,,False
overhead/grads_ready/periodic_scan,overhead/grads_ready/periodic_scan,none,periodic,pre_update,uniformly different,1.735382991,uniformly different,1.186421329,not different,2.626867907,False,False,4,0.312079537,0.7495595651,0.07665209089,0.1841046948,4.071376702,1,0.7495595651,0.4163505498,True,21,0.184959464,0.4319274586,0.05390799712,0.1258889039,3.431020886,0.8095238095,0.4319274586,0.4282188139,True,4,0.2298591677,0.5520808555,0.07665209089,0.1841046948,2.998733173,1,0.5520808555,0.4163505498,False,21,0.1992642946,0.4653328815,0.05390799712,0.1258889039,3.696377258,0.8095238095,0.4653328815,0.4282188139,True,4,0.191816839,0.4607099453,0.07665209089,0.1841046948,2.50243453,0,0.1974787096,0.4163505498,False,21,0.07510262157,0.1753837504,0.05390799712,0.1258889039,1.3931629,0,-0.03340542285,0.4282188139,False
overhead/grads_ready/periodic_scan/work,overhead/grads_ready/periodic_scan/work,none,periodic,pre_update,uniformly different,1,uniformly different,1,not different,1,False,False,4,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,21,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,4,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,21,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,4,0,0,0,0,0,0,0,286261730,False,21,0,0,0,0,0,0,0,286261730,False
overhead/lineage_checkpoint,overhead/lineage_checkpoint,none,sparse,post_update,not estimable,,not estimable,,not estimable,,False,False,0,,,,,,,,,False,0,,,,,,,,,False,0,,,,,,,,,False,3,2.852526303,0.7720540927,1.659437668,0.4491371882,1.718971648,0.6666666667,0.7720540927,3.694723375,False,0,,,,,,,,,False,0,,,,,,,,,False
overhead/microbatch_cpu_launch,overhead/microbatch_cpu_launch,none,continuous,pre_update,uniformly different,1.065119612,uniformly different,1.091283743,not different,0.770593726,False,False,401,0.004676707405,3.239237072,0.001449340749,1.003859741,3.226782527,1,3.239237072,0.001443768178,True,2119,0.004520176605,3.041195595,0.00144256686,0.9705656136,3.133426069,0.9938650307,3.041195595,0.001486315649,True,401,0.004664561773,3.230824619,0.001449340749,1.003859741,3.218402419,1,3.230824619,0.001443768178,True,2119,0.004400345211,2.960572483,0.00144256686,0.9705656136,3.050357896,0.9919773478,2.960572483,0.001486315649,True,401,0.0001708575318,0.1183413891,0.001449340749,1.003859741,0.1178863783,0,0.008412452673,0.001443768178,False,2119,0.0002282560222,0.1535717008,0.00144256686,0.9705656136,0.1582290766,0,0.08062311281,0.001486315649,False
overhead/microbatch_cpu_launch/work,overhead/microbatch_cpu_launch/work,none,continuous,pre_update,not different,1,not different,1,not different,1,False,False,401,0,0,0,0,0,0,0,1048576,False,2119,0,0,0,0,0,0,0,1048576,False,401,0,0,0,0,0,0,0,1048576,False,2119,0,0,0,0,0,0,0,1048576,False,401,0,0,0,0,0,0,0,1048576,False,2119,0,0,0,0,0,0,0,1048576,False
overhead/muon_reference,overhead/muon_reference,none,sparse,pre_update,not estimable,,warmup-dominated,2.936494568,not estimable,,True,False,10,0.01992714172,0.9432179385,0.0003036502265,0.01437277582,65.62531486,1,0.9432179385,0.02112676287,True,0,,,,,,,,,False,8,0.05779844604,2.73973868,0.0003543198537,0.01679532712,163.1250562,1,2.73973868,0.02109633537,True,14,0.0201593559,0.9329963388,0.0006744977401,0.03121646967,29.88795173,1,0.9329963388,0.02160711147,True,5,0.0008369734511,0.03968707017,0.0003312745148,0.01570816242,2.526525325,0,-0.01647732523,0.02108932324,False,0,,,,,,,,,False
overhead/muon_reference/work,overhead/muon_reference/work,none,sparse,pre_update,not estimable,,uniformly different,1,not estimable,,False,False,10,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,0,,,,,,,,,False,8,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,14,250610008,0.8754576031,0,0,inf,1,0.8754576031,286261730,True,5,0,0,0,0,0,0,0,286261730,False,0,,,,,,,,,False
overhead/noise,overhead/noise,none,periodic,pre_update,uniformly different,1.140416943,uniformly different,1.032682151,not different,6.508992443,False,False,4,0.6248093658,0.6874158723,0.07410418717,0.08152949883,8.431498809,1,0.6874158723,0.908924846,True,21,0.5245875069,0.6027759203,0.05669907957,0.06514993099,9.25213444,1,0.6027759203,0.8702861033,True,4,0.5709615363,0.6281724378,0.07410418717,0.08152949883,7.704848513,1,0.6281724378,0.908924846,True,21,0.5293881983,0.6082921424,0.05669907957,0.06514993099,9.336804093,1,0.6082921424,0.8702861033,True,4,0.05384782954,0.05924343445,0.07410418717,0.08152949883,0.7266502959,0,0.05924343445,0.908924846,False,21,0.007921154951,0.009101782645,0.05669907957,0.06514993099,0.1397051771,0,-0.005516222074,0.8702861033,False
overhead/noise/work,overhead/noise/work,none,periodic,pre_update,uniformly different,1,uniformly different,1,not different,1,False,False,4,5.411672005e+13,1.086955261,0,0,inf,1,1.086955261,4.97874402e+13,True,21,5.411672005e+13,1.086955261,0,0,inf,1,1.086955261,4.97874402e+13,True,4,5.411672005e+13,1.086955261,0,0,inf,1,1.086955261,4.97874402e+13,True,21,5.411672005e+13,1.086955261,0,0,inf,1,1.086955261,4.97874402e+13,True,4,0,0,0,0,0,0,0,4.97874402e+13,False,21,0,0,0,0,0,0,0,4.97874402e+13,False
overhead/probe_grad_sketch,overhead/probe_grad_sketch,none,sparse,pre_update,not estimable,,uniformly different,0.8220826291,not estimable,,False,False,10,0.04216004442,0.4402653667,0.01373224724,0.1434019567,3.070148949,1,0.4402653667,0.09576052902,True,0,,,,,,,,,False,8,0.04562111408,0.4666920862,0.01425442059,0.145819001,3.200488845,1,0.4666920862,0.09775420546,True,14,0.04915476597,0.5676948639,0.0145585016,0.1681380517,3.376361615,1,0.5676948639,0.08658659624,True,5,0.0003391060978,0.00322868671,0.01475002962,0.1404375354,0.02299019775,0,0.003026498532,0.1050291119,False,0,,,,,,,,,False
overhead/probe_grad_sketch/work,overhead/probe_grad_sketch/work,none,sparse,pre_update,not estimable,,uniformly different,1,not estimable,,False,False,10,8.455737508e+11,1.086955261,0,0,inf,1,1.086955261,7.779287532e+11,True,0,,,,,,,,,False,8,8.455737508e+11,1.086955261,0,0,inf,1,1.086955261,7.779287532e+11,True,14,8.455737508e+11,1.086955261,0,0,inf,1,1.086955261,7.779287532e+11,True,5,0,0,0,0,0,0,0,7.779287532e+11,False,0,,,,,,,,,False
